
Term A,Term B,conjunction,A~B,B~A,disjunction,conj/disj
(Inferior AND collicul*),("Ventral posteromedial" AND (nuclei OR nucleus)),2,4281,110,4391,0.000455477112275
"Nucleus basalis","Wernicke's area",0,1847,251,2098,0.0
"Nucleus basalis",("Ventral posterior" AND (nuclei OR nucleus)),1,1846,355,2201,0.000454338936847
("Nucleus gracilis" OR "gracile nucleus"),"Visual cortex",1,373,22879,23252,4.30070531567e-05
"Pontine nuclei",(Raphe AND (nuclei OR nucleus)),86,712,8235,8947,0.00961216050073
"Olfactory bulb",Subgranular,38,11173,594,11767,0.0032293702728
("Locus coeruleus" OR "locus ceruleus"),"Posterior parahippocampal gyrus",0,7639,41,7680,0.0
Orbitofrontal,"Thalamic reticular",2,2994,598,3592,0.000556792873051
Perirhinal,("Straight gyrus" OR "gyrus rectus"),0,1200,130,1330,0.0
(Periventricular AND (nuclei OR nucleus)),Perirhinal,5,2490,1195,3685,0.00135685210312
"Primary sensory",Putamen,11,2999,10738,13737,0.000800757079421
("Straight gyrus" OR "gyrus rectus"),"Zona incerta",0,130,974,1104,0.0
"Posterior parietal",("Ventral posteromedial" AND (nuclei OR nucleus)),1,2153,111,2264,0.000441696113074
"Amygdala",Fusiform,269,23088,5186,28274,0.00951404116856
Ambiguus,("Red nucleus"),21,1195,2355,3550,0.00591549295775
"Anterior cingulate",(Raphe AND (nuclei OR nucleus)),61,5741,8260,14001,0.00435683165488
Cerebellum,("Nucleus gracilis" OR "gracile nucleus"),35,65365,339,65704,0.000532692073542
Cerebellum,"Visual cortex",428,64972,22452,87424,0.00489568081991
"Basal forbrain",(Dorsomedial AND hypothal*),0,1,2139,2140,0.0
Cerebellum,Thalamus,5130,60270,37752,98022,0.0523351900594
Cingulate,Pons,239,10865,25345,36210,0.00660038663353
Cingulate,Orbitofrontal,943,10161,2053,12214,0.0772064843622
(Cochlear AND (nuclei OR nucleus)),"Visual extrastriate",0,5307,1534,6841,0.0
Ambiguus,"Substantia nigra",33,1183,19354,20537,0.00160685591859
"Dorsolateral prefrontal","Interstitial nucleus",0,3004,514,3518,0.0
("Gustatory cortex" OR "gustatory area"),"Posterior parahippocampal gyrus",0,153,41,194,0.0
"Broca's area","Medial frontal",13,681,1582,2263,0.00574458683164
Cingulum,"Visual cortex",8,677,22872,23549,0.000339717185443
"Calcarine fissure","Nucleus accumbens",0,103,12545,12648,0.0
Claustrum,Pineal,248,82493,14155,96648,0.00256601274729
(Cochlear AND (nuclei OR nucleus)),(Periventricular AND (nuclei OR nucleus)),15,5292,2480,7772,0.00193000514668
(Cochlear AND (nuclei OR nucleus)),"Dentate gyrus",31,5276,11412,16688,0.00185762224353
"Calcarine fissure","Visual extrastriate",11,92,1523,1615,0.00681114551084
(Inferior AND collicul*),(Intralaminar AND (nuclei OR nucleus)),41,4242,1059,5301,0.00773438973779
(Inferior AND collicul*),Insula*,35,4248,17138,21386,0.00163658468157
"Inferior parietal lobule",Perirhinal,5,791,1195,1986,0.00251762336354
"Interstitial nucleus",Temporoparietal,0,514,1460,1974,0.0
"Inferior temporal",Infralimbic,1,1710,495,2205,0.000453514739229
"Interstitial nucleus",("Ventral anterior" AND (nuclei OR nucleus)),6,508,231,739,0.00811907983762
Hippocamp*,"Medial geniculate",130,103964,1119,105083,0.0012371173263
"Lingual gyrus",(Septal AND (nuclei OR nucleus)),0,254,4660,4914,0.0
(Inferior AND collicul*),("Ventral anterior" AND (nuclei OR nucleus)),6,4277,231,4508,0.00133096716948
"Olfactory bulb",periaqueductal,66,11145,4510,15655,0.00421590546151
periaqueductal,(Raphe AND (nuclei OR nucleus)),793,3783,7528,11311,0.0701087437008
Perirhinal,periaqueductal,32,1168,4544,5712,0.00560224089636
(Medulla OR "medulla oblongata"),"Stria terminalis",215,50607,2515,53122,0.00404728737623
Operculum,Suprachiasmatic,0,926,6026,6952,0.0
Operculum,"Primary motor",23,903,3182,4085,0.00563035495716
"Olfactory bulb","Superior temporal",4,11207,4103,15310,0.000261267145656
"Paracentral lobule","Superior temporal",7,58,4100,4158,0.0016835016835
Perirhinal,(Superior AND collicul*),24,1176,10060,11236,0.00213599145603
Premotor,"Supplementary motor",762,3967,1599,5566,0.136902623069
Striatum,Subiculum,8862,50078,89379,139457,0.0635464695211
"Posterior parietal","Ventral tegmentum",0,2154,285,2439,0.0
Striatum,"Wernicke's area",1,58939,250,59189,1.68950311713e-05
"Posterior parietal",Temporoparietal,21,2133,1439,3572,0.0058790593505
Temporoparietal,("Ventral posteromedial" AND (nuclei OR nucleus)),0,1460,112,1572,0.0
Subiculum,"Visual cortex",1040,97201,21840,119041,0.00873648574861
Striatum,"Ventromedial prefrontal",0,58940,3,58943,0.0
("Gustatory cortex" OR "gustatory area"),(Medulla OR "medulla oblongata"),11,142,50811,50953,0.000215885227563
Parahippocamp*,"Primary sensory",9,2650,3001,5651,0.00159263847107
("Ventral posterior" AND (nuclei OR nucleus)),"Ventral tegmentum",0,356,285,641,0.0
"Anterior cingulate","Inferior frontal",391,5411,2421,7832,0.0499233912155
"Angular gyrus","Posterior parietal",24,478,2130,2608,0.00920245398773
"Lateral geniculate",("Nucleus gracilis" OR "gracile nucleus"),7,5173,367,5540,0.00126353790614
Cingulate,"Inferior frontal",608,10496,2204,12700,0.047874015748
Cerebellum,("Ventral posterolateral" AND (nuclei OR nucleus)),9,65391,139,65530,0.000137341675568
"Dorsolateral prefrontal",("Locus coeruleus" OR "locus ceruleus"),7,2997,7632,10629,0.00065857559507
("Gustatory cortex" OR "gustatory area"),Precuneus,0,153,1220,1373,0.0
Caudate,Thalamus,3251,15550,39631,55181,0.058915206321
Cingulate,"Superior temporal",620,10484,3487,13971,0.0443776393959
Claustrum,"Nucleus accumbens",8592,74149,3953,78102,0.11000998694
("Centromedian" AND (nuclei OR nucleus)),"Interstitial nucleus",3,213,511,724,0.00414364640884
Hypothalam*,Putamen,952,106597,9797,116394,0.00817911576198
(Inferior AND collicul*),Pulvinar,69,4214,1064,5278,0.0130731337628
(Inferior AND collicul*),"Primary sensory",10,4273,3000,7273,0.00137494843943
"Globus pallidus","Inferior temporal",6,8100,1705,9805,0.000611932687404
Insula*,"Stria terminalis",98,17075,2632,19707,0.00497285228599
("Mammillary body" OR "Mammillary bodies),Orbitofrontal,7,1362,2989,4351,0.00160882555734
("Mammillary body" OR "Mammillary bodies),(Raphe AND (nuclei OR nucleus)),50,1319,8271,9590,0.00521376433785
("Medial dorsal" AND nucl*),Temporoparietal,0,113,1460,1573,0.0
"Nucleus basalis","Posterior parahippocampal gyrus",0,1847,41,1888,0.0
("Medial dorsal" AND nucl*),"Ventromedial prefrontal",0,113,3,116,0.0
(Medulla OR "medulla oblongata"),periaqueductal,746,50076,3830,53906,0.0138389047601
(Medulla OR "medulla oblongata"),Subiculum,1686,49136,96555,145691,0.0115724375562
"Middle temporal",Pineal,2,1635,14401,16036,0.000124719381392
"Pontine nuclei",Subgranular,0,798,632,1430,0.0
Orbitofrontal,Striatum,384,2612,58556,61168,0.0062777923097
"Postcentral gyrus",Thalamus,73,458,42809,43267,0.00168719809555
Orbitofrontal,(Superior AND collicul*),9,2987,10075,13062,0.000689021589343
"Olfactory bulb","Visual cortex",61,11150,22819,33969,0.00179575495305
"Middle frontal",("Straight gyrus" OR "gyrus rectus"),10,1018,120,1138,0.00878734622144
("Superior olive" OR "superior olivary"),Thalamus,102,1155,42780,43935,0.00232161147149
("Red nucleus"),("Superior olive" OR "superior olivary"),17,2359,1240,3599,0.00472353431509
(Raphe AND (nuclei OR nucleus)),("Straight gyrus" OR "gyrus rectus"),3,8318,127,8445,0.000355239786856
"Amygdala","Stria terminalis",1543,21814,1187,23001,0.0670840398244
"Angular gyrus","Middle frontal",37,465,991,1456,0.0254120879121
"Anterior cingulate","Middle temporal",138,5664,1499,7163,0.0192656708083
(Cochlear AND (nuclei OR nucleus)),Temporoparietal,0,5307,1460,6767,0.0
Cerebellum,"Lingual gyrus",53,65347,201,65548,0.000808567767132
(Cochlear AND (nuclei OR nucleus)),"Visual cortex",13,5294,22867,28161,0.000461631334115
("Gustatory cortex" OR "gustatory area"),Insula*,56,97,17117,17214,0.00325316602765
Entorhinal,Perirhinal,576,4971,624,5595,0.102949061662
(Dorsomedial AND hypothal*),"Medial geniculate",12,2127,1237,3364,0.00356718192628
Entorhinal,"Posterior parietal",33,5514,2121,7635,0.00432220039293
"Basal forbrain",Pons,0,1,25584,25585,0.0
("Heschl's gyrus" OR "Transverse temporal"),Insula*,42,1106,17131,18237,0.00230301036355
("Gustatory cortex" OR "gustatory area"),"Inferior parietal lobule",0,153,796,949,0.0
"Basal forbrain",Thalamus,1,0,42881,42881,2.33203516709e-05
"Calcarine fissure","Substantia nigra",0,103,19387,19490,0.0
("Heschl's gyrus" OR "Transverse temporal"),Pineal,3,1145,14400,15545,0.000192988099067
("Centromedian" AND (nuclei OR nucleus)),"Lingual gyrus",0,216,254,470,0.0
Cingulum,"Pontine nuclei",0,685,798,1483,0.0
Hypothalam*,Thalamus,5532,102017,37350,139367,0.0396937582067
Entorhinal,"Supplementary motor",5,5542,2356,7898,0.000633071663712
Hippocamp*,Subiculum,94752,9342,3489,12831,7.38461538462
Hippocamp*,"Interstitial nucleus",17,104077,497,104574,0.000162564308528
"Globus pallidus",("Gustatory cortex" OR "gustatory area"),0,8106,153,8259,0.0
Hippocamp*,Suprachiasmatic,280,103814,5746,109560,0.00255567725447
(Intralaminar AND (nuclei OR nucleus)),("Nucleus gracilis" OR "gracile nucleus"),1,1099,373,1472,0.000679347826087
("Mammillary body" OR "Mammillary bodies),("Red nucleus"),15,15,2364,2379,0.0063051702396
("Locus coeruleus" OR "locus ceruleus"),("Medial dorsal" AND nucl*),1,7638,112,7750,0.000129032258065
("Nucleus gracilis" OR "gracile nucleus"),"Olfactory bulb",5,369,11206,11575,0.000431965442765
("Mammillary body" OR "Mammillary bodies),"Visual cortex",47,47,22855,22902,0.00205222251332
"Olfactory bulb","Paracentral lobule",0,11211,65,11276,0.0
"Medial geniculate","Posterior cingulate",3,1246,1899,3145,0.000953895071542
Infralimbic,Striatum,53,443,58887,59330,0.000893308612843
Insula*,"Paracentral lobule",16,17157,49,17206,0.000929908171568
"Middle temporal","Visual extrastriate",120,1517,1414,2931,0.0409416581372
Orbitofrontal,(Raphe AND (nuclei OR nucleus)),26,2970,8295,11265,0.0023080337328
"Olfactory bulb","Substantia nigra",421,10790,18966,29756,0.014148407044
("Posterior nucleus" AND hypothalamus),"Supplementary motor",0,67,2361,2428,0.0
"Middle frontal",(Periventricular AND (nuclei OR nucleus)),2,1026,2493,3519,0.000568343279341
("Straight gyrus" OR "gyrus rectus"),"Substantia nigra",1,129,19386,19515,5.12426338714e-05
"Primary motor",Subgranular,0,3205,632,3837,0.0
"Middle temporal","Ventromedial prefrontal",0,1637,3,1640,0.0
Striatum,"Thalamic reticular",40,58900,560,59460,0.00067272115708
Precuneus,"Superior frontal",94,1126,997,2123,0.0442769665568
"Superior frontal","Ventromedial prefrontal",0,1091,3,1094,0.0
Precuneus,Subiculum,150,1070,98091,99161,0.00151269148153
Subiculum,("Ventral posterolateral" AND (nuclei OR nucleus)),13,98228,135,98363,0.00013216351677
"Calcarine fissure",Cingulum,0,103,685,788,0.0
(Intralaminar AND (nuclei OR nucleus)),("Ventral posteromedial" AND (nuclei OR nucleus)),5,1095,107,1202,0.00415973377704
Cerebellum,"Posterior parietal",161,65239,1993,67232,0.00239469300333
("Centromedian" AND (nuclei OR nucleus)),"Ventromedial prefrontal",0,216,3,219,0.0
"Lateral geniculate","Postcentral gyrus",0,5180,531,5711,0.0
"Basal forbrain","Interstitial nucleus",0,1,514,515,0.0
"Lateral geniculate",Subgranular,1,5179,631,5810,0.000172117039587
"Dorsolateral prefrontal",Perirhinal,5,2999,1195,4194,0.00119217930377
"Diagonal band of Broca","Medial frontal",4,891,1591,2482,0.00161160354553
Cingulate,Hypothalam*,775,10329,106774,117103,0.00661810542855
"Broca's area","Middle temporal",26,668,1611,2279,0.0114085125055
Cingulate,("Ventral posterior" AND (nuclei OR nucleus)),8,11096,348,11444,0.00069905627403
Cingulum,Prefrontal,85,600,24016,24616,0.00345303867403
Cingulum,Cingulate,115,570,10989,11559,0.00994895752228
"Indusium griseum","Substantia nigra",3,74,19384,19458,0.000154178230034
"Dentate gyrus",("Ventral posterolateral" AND (nuclei OR nucleus)),3,11440,145,11585,0.000258955545965
Claustrum,("Ventral posteromedial" AND (nuclei OR nucleus)),11,82730,101,82831,0.000132800521544
"Indusium griseum",Precuneus,0,77,1220,1297,0.0
"Interstitial nucleus","Nucleus accumbens",16,498,12529,13027,0.00122821831581
"Medial geniculate",Subthalam*,29,1220,4100,5320,0.00545112781955
Parahippocamp*,"Ventromedial prefrontal",0,2659,3,2662,0.0
Infralimbic,"Superior temporal",0,496,4107,4603,0.0
"Olfactory bulb",Pons,320,10891,25264,36155,0.00885078135804
"Olfactory bulb","Pontine nuclei",47,11164,751,11915,0.00394460763743
"Nucleus accumbens","Primary motor",13,12532,3192,15724,0.00082676163826
Orbitofrontal,"Posterior cingulate",134,2862,1768,4630,0.0289416846652
Orbitofrontal,"Ventral tegmentum",2,2994,283,3277,0.000610314311871
"Paracentral lobule",Pineal,0,65,14403,14468,0.0
(Periventricular AND (nuclei OR nucleus)),"Posterior parahippocampal gyrus",0,2495,41,2536,0.0
("Straight gyrus" OR "gyrus rectus"),Temporoparietal,0,130,1460,1590,0.0
"Substantia nigra",Suprachiasmatic,73,19314,5953,25267,0.00288914394269
"Substantia nigra","Superior temporal",17,19370,4090,23460,0.000724637681159
Subthalam*,(Superior AND collicul*),127,4002,9957,13959,0.00909807292786
("Medial dorsal" AND nucl*),"Superior frontal",0,113,1091,1204,0.0
(Inferior AND collicul*),Thalamus,831,3452,42051,45503,0.0182625321407
"Angular gyrus",Cingulate,100,402,11004,11406,0.00876731544801
Cerebellum,Subiculum,8597,56803,89644,146447,0.0587038314202
("Centromedian" AND (nuclei OR nucleus)),"Primary auditory",0,216,1869,2085,0.0
("Centromedian" AND (nuclei OR nucleus)),("Ventral posteromedial" AND (nuclei OR nucleus)),1,215,111,326,0.00306748466258
"Dorsolateral prefrontal",Thalamus,270,2734,42612,45346,0.00595421867419
("Gustatory cortex" OR "gustatory area"),"Inferior temporal",1,152,1710,1862,0.000537056928034
"Dorsolateral prefrontal","Nucleus basalis",3,3001,1844,4845,0.00061919504644
("Gustatory cortex" OR "gustatory area"),("Mammillary body" OR "Mammillary bodies),1,152,1,153,0.00653594771242
"Basal forbrain",Perirhinal,0,1,1200,1201,0.0
"Broca's area","Visual cortex",27,667,22853,23520,0.00114795918367
Cingulate,(Raphe AND (nuclei OR nucleus)),191,10913,8130,19043,0.0100299322586
Hypothalam*,Prefrontal,1027,106522,23074,129596,0.00792462730331
("Inferior olive" OR "Inferior olivary"),("Locus coeruleus" OR "locus ceruleus"),150,2230,7489,9719,0.0154336865933
("Mammillary body" OR "Mammillary bodies),("Ventral posteromedial" AND (nuclei OR nucleus)),2,2,112,114,0.0175438596491
Parahippocamp*,"Postcentral gyrus",35,2624,496,3120,0.0112179487179
Insula*,"Thalamic reticular",9,17164,591,17755,0.000506899464939
periaqueductal,"Superior temporal",14,4562,4093,8655,0.00161756210283
("Nucleus gracilis" OR "gracile nucleus"),"Zona incerta",8,366,966,1332,0.00600600600601
"Medial geniculate","Posterior parietal",4,1245,2150,3395,0.00117820324006
Insula*,("Mammillary body" OR "Mammillary bodies),12,17161,1357,18518,0.000648018144508
"Pontine nuclei",("Ventral posterior" AND (nuclei OR nucleus)),5,793,351,1144,0.00437062937063
("Locus coeruleus" OR "locus ceruleus"),(Raphe AND (nuclei OR nucleus)),1431,6208,6890,13098,0.109253321118
Operculum,Perirhinal,6,920,1194,2114,0.00283822138127
"Nucleus accumbens",Orbitofrontal,146,12399,2850,15249,0.0095743983212
"Nucleus basalis","Postcentral gyrus",0,1847,531,2378,0.0
("Posterior nucleus" AND hypothalamus),("Straight gyrus" OR "gyrus rectus"),0,67,130,197,0.0
"Primary auditory",("Superior olive" OR "superior olivary"),20,1849,1237,3086,0.00648088139987
"Primary motor",("Straight gyrus" OR "gyrus rectus"),0,3205,130,3335,0.0
"Piriform cortex",Premotor,3,1740,4726,6466,0.000463965357253
"Stria terminalis","Wernicke's area",0,2730,251,2981,0.0
(Superior AND collicul*),"Wernicke's area",0,10084,251,10335,0.0
Operculum,("Ventral posteromedial" AND (nuclei OR nucleus)),1,925,111,1036,0.000965250965251
Pineal,"Posterior parahippocampal gyrus",0,14403,41,14444,0.0
Striatum,"Visual cortex",420,58520,22460,80980,0.00518646579402
Striatum,("Ventral anterior" AND (nuclei OR nucleus)),78,58862,159,59021,0.00132156351129
"Middle temporal","Pontine nuclei",7,1630,791,2421,0.00289136720363
"Superior frontal","Wernicke's area",2,1089,249,1338,0.00149476831091
("Red nucleus"),Subiculum,211,2165,98030,100195,0.00210589350766
"Anterior cingulate",Entorhinal,103,5699,5444,11143,0.00924347123755
"Basal forbrain","Broca's area",0,1,694,695,0.0
Cingulate,Fusiform,286,10818,5169,15987,0.0178895352474
"Lateral geniculate",("Ventral anterior" AND (nuclei OR nucleus)),13,5167,224,5391,0.00241142645149
("Centromedian" AND (nuclei OR nucleus)),"Superior frontal",0,216,1091,1307,0.0
Entorhinal,Pons,63,5484,25521,31005,0.00203193033382
Entorhinal,("Gustatory cortex" OR "gustatory area"),3,5544,150,5694,0.000526870389884
Entorhinal,(Septal AND (nuclei OR nucleus)),171,5376,4489,9865,0.0173340091232
"Basal forbrain",("Ventral posterolateral" AND (nuclei OR nucleus)),0,1,148,149,0.0
"Broca's area","Posterior parahippocampal gyrus",0,694,41,735,0.0
"Broca's area","Pontine nuclei",1,693,797,1490,0.000671140939597
Cingulate,"Primary auditory",38,11066,1831,12897,0.00294642164845
Caudate,"Pontine nuclei",67,18734,731,19465,0.00344207552016
Caudate,Pons,555,18246,25029,43275,0.0128249566724
Cingulate,"Ventral tegmentum",13,11091,272,11363,0.00114406406759
"Dentate gyrus","Indusium griseum",10,11433,67,11500,0.000869565217391
Cingulum,"Thalamic reticular",0,685,600,1285,0.0
Hypothalam*,("Red nucleus"),232,107317,2144,109461,0.00211947634317
Claustrum,Suprachiasmatic,161,82580,5865,88445,0.0018203403245
"Indusium griseum",Subiculum,43,34,98198,98232,0.000437739229579
(Cochlear AND (nuclei OR nucleus)),Pulvinar,1,5306,1132,6438,0.000155327741535
"Indusium griseum",("Red nucleus"),0,77,2376,2453,0.0
Fusiform,("Superior olive" OR "superior olivary"),26,5429,1231,6660,0.0039039039039
("Inferior olive" OR "Inferior olivary"),"Pontine nuclei",137,2243,661,2904,0.0471763085399
("Inferior olive" OR "Inferior olivary"),"Stria terminalis",28,2352,2702,5054,0.00554016620499
"Lingual gyrus","Thalamic reticular",0,254,600,854,0.0
(Intralaminar AND (nuclei OR nucleus)),("Locus coeruleus" OR "locus ceruleus"),46,1054,7593,8647,0.00531976408003
("Medial dorsal" AND nucl*),Thalamus,85,28,42797,42825,0.0019848219498
"Inferior frontal",Prefrontal,722,2090,23379,25469,0.0283481879932
"Medial geniculate",("Ventral posterolateral" AND (nuclei OR nucleus)),9,1240,139,1379,0.0065264684554
Parahippocamp*,(Raphe AND (nuclei OR nucleus)),15,2644,8306,10950,0.0013698630137
"Medial frontal",Operculum,12,1583,914,2497,0.0048057669203
Pons,"Zona incerta",100,25484,874,26358,0.00379391456104
"Postcentral gyrus",("Straight gyrus" OR "gyrus rectus"),1,530,129,659,0.00151745068285
("Locus coeruleus" OR "locus ceruleus"),Subiculum,1140,6499,97101,103600,0.0110038610039
"Olfactory bulb","Ventromedial prefrontal",0,11211,3,11214,0.0
Orbitofrontal,"Piriform cortex",44,2952,1699,4651,0.00946033111159
("Posterior nucleus" AND hypothalamus),"Thalamic reticular",1,66,599,665,0.0015037593985
"Middle frontal",(Medulla OR "medulla oblongata"),2,1026,50820,51846,3.8575782124e-05
